,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,ageCode,workclassCode,educationCode,marital-statusCode,occupationCode,relationshipCode,raceCode,sexCode,native-countryCode,incomeCode
14874,middle-aged,Private,127592,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,1,4,9,2,13,0,4,1,39,0
14875,teenager,Private,210828,Some-college,10,Never-married,Handlers-cleaners,Own-child,Other,Male,0,0,30,United-States,<=50K,3,4,15,4,6,3,3,1,39,0
14876,adult,Self-emp-inc,116554,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States,<=50K,0,5,12,0,4,1,4,0,39,0
14877,adult,Private,144593,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,?,<=50K,0,4,11,4,8,1,2,1,0,0
14878,young,State-gov,147719,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,India,<=50K,4,7,9,4,10,1,1,1,19,0
14879,old,Self-emp-not-inc,89011,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Canada,<=50K,2,6,10,2,10,0,4,1,2,0
14880,adult,Private,38158,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,4,15,2,12,0,4,1,39,0
14881,old,?,172826,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K,2,0,11,2,0,0,4,1,39,0
14882,young,Private,155752,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,4,4,15,2,7,0,2,1,39,0
14883,old,Private,100099,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,2,4,6,2,14,0,4,1,39,0
14884,teenager,Private,231688,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,<=50K,3,4,15,4,7,3,4,1,39,0
14885,adult,?,147215,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K,0,0,15,4,0,3,4,0,39,0
14886,middle-aged,Self-emp-inc,50122,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,1,5,11,2,12,0,4,1,39,0
14887,old,Federal-gov,86837,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K,2,1,7,2,8,0,1,1,39,1
14888,adult,Private,113364,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,4,9,4,14,1,4,1,39,0
14889,adult,Private,390157,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,4,9,4,10,1,2,0,39,0
14890,old,Private,234328,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,2,4,9,0,12,1,4,1,39,0
14891,adult,Local-gov,365430,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K,0,2,15,2,3,0,4,1,39,1
14892,young,Private,410439,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,15,United-States,<=50K,4,4,15,4,3,3,4,1,39,0
14893,old,Private,129525,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,2,4,9,2,4,0,4,1,39,1
14894,young,Private,166527,Some-college,10,Never-married,Exec-managerial,Own-child,Other,Female,0,0,40,United-States,<=50K,4,4,15,4,4,3,3,0,39,0
14895,middle-aged,?,109912,Assoc-acdm,12,Never-married,?,Other-relative,White,Female,0,0,40,United-States,<=50K,1,0,7,4,0,2,4,0,39,0
14896,adult,Private,210906,HS-grad,9,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,<=50K,0,4,11,2,4,2,4,0,39,0
14897,adult,Private,405284,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K,0,4,9,4,8,3,4,0,39,0
14898,young,Private,138269,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,4,4,11,4,3,1,4,1,39,0
14899,teenager,Private,25429,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,3,4,2,4,8,3,4,0,39,0
14900,middle-aged,Private,231672,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,1,4,11,2,7,0,2,1,39,0
14901,young,Private,258550,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,4,4,9,4,1,3,4,1,39,0
14902,adult,Private,268147,9th,5,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,0,4,6,4,12,4,4,0,39,0
14903,young,Private,54411,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,?,<=50K,4,4,11,4,5,1,4,1,0,0
14904,old,Private,37289,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United-States,>50K,2,4,12,2,4,5,4,0,39,1
14905,young,Private,157951,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K,4,4,15,4,4,1,4,0,39,0
14906,middle-aged,Self-emp-inc,225165,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,1,5,11,2,12,0,4,1,39,1
14907,adult,Private,197252,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K,0,4,5,2,8,0,4,1,26,0
14908,old,Self-emp-inc,216636,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1651,40,United-States,<=50K,2,5,2,2,4,0,4,1,39,0
14909,young,Private,183575,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,4,4,1,4,3,3,4,1,39,0
14910,old,Private,31577,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,2,4,8,2,13,0,4,1,39,0
14911,old,Federal-gov,61298,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,2,1,9,3,4,1,4,0,39,0
14912,old,Federal-gov,190541,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,2,1,11,2,3,0,4,1,39,1
14913,middle-aged,Self-emp-not-inc,366089,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K,1,6,14,2,10,0,4,1,39,1
14914,young,?,389857,HS-grad,9,Married-civ-spouse,?,Other-relative,White,Male,0,0,16,United-States,<=50K,4,0,11,2,0,2,4,1,39,0
14915,adult,?,192644,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,11,4,0,1,4,1,39,0
14916,young,Private,216129,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,1408,50,United-States,<=50K,4,4,11,4,3,3,4,1,39,0
14917,adult,Self-emp-not-inc,67482,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,99,United-States,<=50K,0,6,8,0,8,4,4,0,39,0
14918,young,?,108775,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,Dominican-Republic,<=50K,4,0,11,2,0,0,4,1,6,0
14919,young,State-gov,279243,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K,4,7,15,4,11,1,4,1,39,0
14920,old,Private,349898,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,44,United-States,<=50K,2,4,11,6,8,1,4,0,39,0
14921,middle-aged,Private,219441,10th,6,Never-married,Sales,Unmarried,Other,Female,0,0,35,Dominican-Republic,<=50K,1,4,0,4,12,4,3,0,6,0
14922,teenager,Private,173255,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,1055,0,25,United-States,<=50K,3,4,11,4,14,3,4,1,39,0
14923,adult,Private,163604,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,>50K,0,4,9,6,10,4,4,0,39,1
14924,adult,Private,163110,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3781,0,40,United-States,<=50K,0,4,11,2,6,0,4,1,39,0
14925,young,?,251854,Bachelors,13,Married-civ-spouse,?,Wife,Black,Female,0,0,35,?,>50K,4,0,9,2,0,5,2,0,0,1
14926,adult,Private,213308,Assoc-voc,11,Separated,Adm-clerical,Own-child,Black,Female,0,0,50,United-States,<=50K,0,4,8,5,1,3,2,0,39,0
14927,young,Private,193773,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K,4,4,11,4,8,1,2,0,39,0
14928,old,Private,114011,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Female,0,0,20,United-States,<=50K,2,4,11,5,3,1,4,0,39,0
14929,old,Self-emp-not-inc,52144,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K,2,6,15,6,4,1,4,1,39,0
14930,middle-aged,Private,347934,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,1,4,11,5,12,1,4,0,39,0
14931,old,Private,293399,11th,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,2,4,1,6,7,1,4,0,39,0
14932,old,?,118630,Assoc-voc,11,Widowed,?,Unmarried,White,Female,0,0,35,United-States,<=50K,2,0,8,6,0,4,4,0,39,0
14933,adult,Private,127306,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,14344,0,40,United-States,>50K,0,4,8,4,1,3,4,0,39,1
14934,young,Local-gov,188950,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,25,United-States,<=50K,4,2,15,4,11,3,4,1,39,0
14935,adult,Private,189382,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,4,11,0,3,1,4,1,39,0
14936,old,Private,24515,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,2,4,6,2,4,0,4,1,39,0
14937,middle-aged,Private,283116,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,1506,0,50,United-States,<=50K,1,4,11,0,3,4,4,0,39,0
14938,teenager,Private,552354,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,3,4,2,4,7,3,4,1,39,0
14939,adult,Self-emp-not-inc,182898,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K,0,6,9,2,4,0,4,1,39,1
14940,middle-aged,Private,183092,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,1,4,7,4,1,1,2,0,39,0
14941,middle-aged,Private,30289,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K,1,4,0,2,3,0,4,1,39,0
14942,young,Private,77572,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,4,4,7,4,1,1,1,0,39,0
14943,middle-aged,State-gov,118330,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,United-States,>50K,1,7,9,2,4,0,4,1,39,1
14944,adult,Private,469056,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,0,0,25,United-States,<=50K,0,4,11,0,12,4,2,0,39,0
14945,old,Private,145574,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,2,4,1,2,3,0,4,1,39,0
14946,middle-aged,Private,302041,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,1,4,11,4,1,1,2,0,39,0
14947,old,Private,32552,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,<=50K,2,4,9,2,3,0,4,1,39,0
14948,adult,Federal-gov,26543,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,0,1,8,2,13,0,4,1,39,1
14949,young,Federal-gov,163870,Some-college,10,Never-married,Armed-Forces,Other-relative,White,Male,0,0,40,United-States,<=50K,4,1,15,4,2,2,4,1,39,0
14950,young,Private,240063,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K,4,4,15,4,6,3,4,1,39,0
14951,middle-aged,Private,208748,5th-6th,3,Divorced,Machine-op-inspct,Unmarried,Other,Female,0,0,40,Dominican-Republic,<=50K,1,4,4,0,7,4,3,0,6,0
14952,adult,Local-gov,84119,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,2,11,2,3,0,4,1,39,0
14953,adult,Private,84130,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K,0,4,15,2,1,0,4,1,39,1
14954,old,Local-gov,261062,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,2,2,12,6,10,1,4,0,39,0
14955,young,Local-gov,336010,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,32,United-States,<=50K,4,2,9,4,1,1,4,1,39,0
14956,old,Private,389270,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,>50K,2,4,15,2,1,5,4,0,39,1
14957,teenager,Private,138293,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K,3,4,1,4,6,3,4,1,39,0
14958,adult,Private,240389,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States,>50K,0,4,15,2,12,0,4,1,39,1
14959,adult,Private,190297,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,55,United-States,>50K,0,4,10,2,10,0,4,1,39,1
14960,young,?,170070,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,10,United-States,<=50K,4,0,15,4,0,1,4,0,39,0
14961,young,Private,149457,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,4,4,15,4,1,4,4,0,39,0
14962,middle-aged,Private,81534,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,84,Japan,>50K,1,4,11,2,8,0,1,1,24,1
14963,young,Private,378322,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,2001,50,United-States,<=50K,4,4,11,4,3,1,4,1,39,0
14964,young,Federal-gov,196912,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K,4,1,9,4,10,1,2,1,39,0
14965,old,Private,116143,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,44,United-States,>50K,2,4,9,2,1,0,4,1,39,1
14966,adult,Self-emp-not-inc,80933,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,6,11,0,5,1,4,1,39,0
14967,old,Local-gov,190660,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K,2,2,11,0,3,1,4,1,39,1
14968,young,Private,120155,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,39,United-States,<=50K,4,4,11,2,1,0,4,1,39,0
14969,middle-aged,Private,167159,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,4650,0,40,United-States,<=50K,1,4,11,0,7,1,4,1,39,0
14970,middle-aged,Federal-gov,161240,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,1,1,11,0,7,1,4,1,39,0
14971,adult,Private,126402,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Female,0,0,60,United-States,<=50K,0,4,11,4,5,1,2,0,39,0
14972,young,Private,148709,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,35,United-States,<=50K,4,4,11,2,1,2,4,0,39,0
14973,middle-aged,Local-gov,318280,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K,1,2,15,2,10,0,4,1,39,1
14974,adult,Local-gov,80058,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,64,United-States,<=50K,0,2,11,4,7,3,4,1,39,0
14975,adult,Private,217460,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,0,4,7,2,10,0,4,1,39,1
14976,adult,Self-emp-not-inc,166961,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K,0,6,15,2,1,5,4,0,39,1
14977,adult,Private,160216,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,32,?,<=50K,0,4,12,4,4,1,4,0,0,0
14978,old,Self-emp-not-inc,124449,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,8,United-States,>50K,2,6,12,2,4,0,4,1,39,1
14979,young,Private,50163,9th,5,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,4,4,6,4,14,3,4,1,39,0
14980,adult,Private,235271,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,0,4,9,2,12,0,4,1,39,1
14981,middle-aged,Private,121124,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K,1,4,7,2,4,0,4,1,39,1
14982,middle-aged,Self-emp-not-inc,144218,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,1,6,2,2,14,0,4,1,39,0
14983,adult,Private,94334,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,25,United-States,<=50K,0,4,5,4,7,3,4,0,39,0
14984,middle-aged,Private,133969,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2885,0,65,Japan,<=50K,1,4,9,2,4,0,1,1,24,0
14985,adult,Private,35429,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,0,4,15,2,4,0,4,1,39,0
14986,old,Local-gov,205580,5th-6th,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,6,United-States,<=50K,2,2,4,2,10,0,4,1,39,0
14987,adult,Private,167474,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,0,4,11,2,12,0,4,1,39,0
14988,young,Private,117244,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,45,United-States,<=50K,4,4,11,4,7,4,4,0,39,0
14989,old,Private,194850,Some-college,10,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,Mexico,<=50K,2,4,15,2,8,0,3,1,26,0
14990,teenager,Private,144911,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,3,4,15,4,8,3,4,1,39,0
14991,old,Private,101338,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,2,4,0,2,3,0,4,1,39,0
14992,old,Private,148522,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,2,4,15,2,3,0,0,1,39,0
14993,teenager,Private,97261,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,3,4,11,4,5,1,4,1,39,0
14994,adult,Private,166606,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,0,4,11,2,13,0,4,1,39,0
14995,adult,Local-gov,209213,Bachelors,13,Never-married,Prof-specialty,Other-relative,Black,Male,0,0,15,United-States,<=50K,0,2,9,4,10,2,2,1,39,0
14996,young,Private,291968,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K,4,4,14,2,10,0,4,1,39,1
14997,old,Federal-gov,127858,Some-college,10,Widowed,Tech-support,Not-in-family,White,Female,3273,0,40,United-States,<=50K,2,1,15,6,13,1,4,0,39,0
14998,young,Private,302406,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K,4,4,12,2,10,0,4,1,39,0
14999,middle-aged,Federal-gov,349230,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,1848,40,United-States,>50K,1,1,8,2,13,0,4,1,39,1
15000,adult,Local-gov,101481,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,2,11,4,1,1,4,1,39,0
15001,old,Self-emp-not-inc,46704,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K,2,6,11,2,5,0,4,1,39,1
15002,old,Local-gov,31725,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,2,2,11,2,5,0,4,1,39,0
15003,adult,Private,54850,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1590,50,United-States,<=50K,0,4,9,4,4,1,4,1,39,0
15004,adult,Private,293512,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K,0,4,8,4,10,1,2,1,39,0
15005,young,Local-gov,203408,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,4,2,15,2,8,0,4,1,39,0
15006,young,Private,162302,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,4,4,15,4,7,1,1,1,30,0
15007,middle-aged,Private,163455,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,55,United-States,>50K,1,4,15,2,13,0,4,1,39,1
15008,adult,Local-gov,100135,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,2,11,0,1,4,4,0,39,0
15009,old,?,41517,11th,7,Married-spouse-absent,?,Unmarried,Black,Female,0,0,20,United-States,<=50K,2,0,1,3,0,4,2,0,39,0
15010,teenager,Private,102182,12th,8,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,30,United-States,<=50K,3,4,2,4,9,1,4,0,39,0
15011,adult,Private,414683,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K,0,4,9,2,10,0,2,1,39,0
15012,young,Private,194352,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,4,4,9,4,10,3,4,0,39,0
15013,old,Local-gov,153602,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,6767,0,40,United-States,<=50K,2,2,11,2,8,0,4,1,39,0
15014,young,Private,164607,Bachelors,13,Separated,Tech-support,Own-child,White,Male,0,0,50,United-States,<=50K,4,4,9,5,13,3,4,1,39,0
15015,old,Local-gov,34878,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,2,2,9,0,10,1,4,0,39,0
15016,old,?,315728,HS-grad,9,Widowed,?,Unmarried,White,Female,2329,0,75,United-States,<=50K,2,0,11,6,0,4,4,0,39,0
15017,young,Private,22422,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,4,4,11,4,4,1,4,1,39,0
15018,adult,Local-gov,178222,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K,0,2,9,0,10,1,4,0,39,0
15019,middle-aged,Local-gov,56841,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1,2,11,2,3,0,4,1,39,1
15020,young,Private,300275,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,48,United-States,<=50K,4,4,11,4,12,1,4,1,39,0
15021,old,Local-gov,197288,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K,2,2,11,2,4,0,4,1,39,0
15022,old,Self-emp-not-inc,157786,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,2,6,11,2,4,0,4,1,39,0
15023,young,Private,110684,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K,4,4,11,4,1,3,4,1,39,0
15024,old,Federal-gov,90127,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K,2,1,15,2,11,0,4,1,39,1
